total_points,total_duration,difficulty_1,difficulty_2,difficulty_3,valid
0,32,8,33,8,1
17,31,6,21,12,1
22,43,33,31,11,0
11,4,18,12,0,1
22,53,34,7,3,0
20,5,32,55,9,0
5,1,30,27,17,1
16,2,2,32,22,0
8,36,33,54,5,0
27,0,37,29,10,0
1,51,2,0,21,0
7,35,0,21,12,1
12,46,17,59,19,0
6,38,40,47,21,0
26,9,37,38,20,0
6,46,15,60,3,0
11,7,38,58,21,0
15,36,34,48,16,0
26,37,19,11,6,0
2,14,31,3,7,0
10,49,12,41,10,0
12,45,11,34,25,0
15,29,29,41,1,1
27,13,20,50,13,0
10,44,29,6,3,1
16,50,18,0,10,0
9,22,27,2,19,1
30,46,37,31,23,0
21,41,18,35,18,0
13,17,24,54,19,0
29,31,29,40,29,0
8,0,12,58,3,0
19,48,30,11,12,0
9,48,28,12,28,0
12,21,36,34,10,0
17,52,4,14,12,0
9,36,9,36,10,1
25,5,39,6,0,0
23,19,8,47,30,0
5,51,19,43,18,0
5,6,11,33,20,1
30,3,22,45,23,0
20,13,17,27,15,1
26,8,25,44,26,0
15,4,9,0,18,1
4,9,34,37,6,0
8,44,26,49,27,0
10,18,35,57,8,0
14,17,17,13,19,1
16,45,4,13,8,1
26,26,4,10,5,0
15,9,29,1,0,1
24,33,24,42,10,0
8,30,32,2,17,0
3,12,11,1,25,0
3,10,29,27,12,1
23,29,32,33,18,0
11,20,11,36,28,0
26,1,39,48,17,0
7,29,38,57,30,0
28,28,32,32,13,0
30,33,26,13,20,0
17,38,20,55,15,0
21,39,6,40,25,0
12,49,5,9,25,0
7,28,6,29,20,1
17,27,37,7,15,0
10,33,27,49,21,0
6,31,39,30,26,0
24,38,30,57,3,0
3,48,36,59,2,0
22,53,39,55,0,0
9,46,27,32,1,0
27,8,31,22,30,0
12,21,1,0,11,1
10,54,16,51,21,0
28,22,38,26,20,0
27,39,0,15,19,0
27,25,33,1,16,0
5,15,38,6,18,0
19,4,16,18,17,1
3,46,19,6,16,0
28,51,39,21,11,0
15,26,34,0,7,0
17,12,21,0,22,0
15,0,29,32,16,1
19,24,33,39,17,0
4,12,20,4,5,1
15,23,21,4,25,0
20,31,31,10,19,0
30,22,35,7,22,0
14,36,26,1,11,1
9,36,25,54,0,0
29,19,9,55,24,0
20,27,17,40,16,1
18,47,33,11,12,0
18,52,25,21,19,0
30,52,5,24,4,0
19,39,12,31,20,1
6,25,8,16,16,1
14,53,31,17,10,0
6,18,36,35,3,0
27,54,4,51,5,0
23,28,30,26,20,0
5,48,21,37,17,0
7,24,8,60,12,0
25,27,3,31,10,0
1,49,40,52,21,0
25,32,9,30,30,0
18,39,28,20,5,1
25,30,27,25,0,0
25,36,22,46,9,0
27,50,3,14,27,0
22,50,6,34,9,0
30,41,6,51,22,0
15,24,16,5,0,1
19,23,39,1,28,0
25,28,12,7,13,0
12,30,1,40,13,1
5,6,29,43,26,0
22,55,10,36,8,0
12,17,24,2,4,1
16,23,22,16,24,0
23,34,12,11,1,0
2,39,23,22,24,0
22,49,20,12,1,0
23,50,23,56,17,0
5,17,27,2,3,1
22,55,36,20,29,0
22,22,1,14,17,0
18,16,10,4,8,1
11,4,2,7,29,0
30,12,28,34,24,0
30,17,31,39,14,0
22,50,6,3,16,0
16,54,0,0,18,0
9,54,35,41,27,0
8,44,18,20,24,0
16,32,23,6,3,1
5,53,9,21,10,0
20,2,28,33,30,0
8,44,32,1,24,0
5,22,0,33,4,1
28,2,40,29,9,0
16,29,16,22,16,1
15,26,19,6,1,1
6,14,28,18,3,1
9,26,27,31,0,1
21,18,25,20,22,0
25,40,4,10,5,0
22,35,21,31,18,0
2,47,35,19,0,0
7,7,34,17,3,0
0,53,17,36,25,0
20,29,12,34,19,1
12,5,16,52,13,0
23,9,4,47,25,0
13,36,5,5,28,0
17,34,5,13,22,0
16,10,35,12,6,0
29,15,25,31,10,0
1,41,33,12,19,0
4,47,19,2,10,0
12,13,30,12,1,1
5,44,31,23,27,0
25,14,39,24,26,0
2,0,17,54,0,0
7,7,9,12,22,0
7,14,13,11,10,1
12,21,26,24,29,0
0,2,10,30,19,1
24,20,17,48,29,0
29,16,27,11,1,0
21,18,14,21,19,0
16,13,16,51,0,0
12,7,26,20,16,1
16,47,4,57,20,0
13,54,10,39,25,0
28,53,25,58,17,0
27,8,4,7,6,0
10,5,19,27,1,1
14,44,40,55,20,0
21,4,27,51,29,0
24,9,22,22,8,0
16,20,40,41,15,0
18,6,7,18,17,1
9,38,15,14,6,1
25,4,5,24,20,0
28,14,40,50,8,0
25,10,0,44,25,0
11,43,15,58,2,0
25,46,1,26,4,0
19,52,34,14,15,0
28,40,31,54,10,0
30,5,34,15,20,0
4,54,27,51,0,0
24,23,18,14,6,0
11,8,4,60,27,0
27,44,27,9,12,0
29,53,18,50,29,0
29,21,20,36,9,0
7,20,24,30,0,1
14,49,21,31,17,0
5,48,1,39,22,0
17,14,39,30,15,0
26,37,40,42,27,0
15,39,12,36,24,0
9,9,8,52,12,0
15,6,36,49,9,0
26,37,27,37,16,0
10,11,11,48,15,1
3,31,1,11,6,1
22,26,8,51,14,0
15,3,33,33,9,0
6,28,13,33,7,1
7,27,14,5,30,0
8,3,26,32,7,1
18,55,16,26,3,0
6,12,34,35,28,0
26,52,21,56,20,0
10,8,20,45,26,0
5,1,12,28,3,1
29,15,0,24,29,0
19,23,22,55,27,0
11,16,9,53,9,0
24,52,22,14,13,0
30,9,6,55,22,0
11,3,25,57,30,0
28,22,27,40,26,0
2,44,20,30,21,0
26,18,21,11,5,0
11,20,31,59,29,0
6,41,35,29,14,0
3,0,12,46,29,0
25,8,10,8,20,0
0,41,15,17,21,0
23,28,23,60,9,0
11,38,8,58,22,0
19,1,25,51,17,0
19,3,9,19,18,1
13,29,24,15,23,0
20,55,26,34,12,0
27,49,34,13,15,0
22,51,19,34,14,0
25,6,26,10,27,0
4,13,31,15,20,0
22,10,11,2,10,0
19,40,35,9,12,0
24,36,37,52,29,0
3,2,17,59,29,0
30,29,20,41,27,0
7,22,30,40,28,0
27,49,21,37,21,0
11,9,27,46,11,1
2,24,24,34,0,1
15,36,11,35,9,1
11,7,29,52,22,0
16,48,10,55,2,0
1,49,32,59,12,0
13,27,11,49,3,1
14,21,10,50,4,1
27,19,31,60,18,0
9,51,23,57,29,0
12,22,15,18,24,0
12,19,11,36,18,1
13,37,27,29,11,1
22,18,25,15,22,0
20,48,12,6,30,0
21,24,24,52,30,0
16,37,15,16,7,1
28,32,39,17,21,0
16,9,29,27,20,1
23,3,29,31,25,0
21,35,16,44,17,0
24,35,40,7,15,0
10,37,13,39,9,1
8,52,24,8,4,0
28,47,40,58,27,0
26,42,9,26,27,0
16,46,15,34,14,0
8,45,34,56,25,0
4,52,24,12,19,0
16,41,9,16,23,0
3,27,28,48,26,0
28,29,10,50,19,0
18,12,21,43,0,1
0,14,38,9,4,0
25,28,28,25,3,0
15,49,35,34,10,0
21,12,25,46,16,0
0,4,31,48,12,0
23,24,2,52,10,0
21,27,6,27,19,0
18,31,34,34,2,0
2,39,5,11,0,1
15,28,40,51,14,0
9,36,19,0,8,1
25,27,29,24,21,0
24,33,20,22,21,0
22,3,9,7,23,0
29,6,5,23,19,0
0,25,17,38,7,1
18,4,18,23,24,0
10,37,26,8,5,1
12,11,7,30,16,1
26,33,20,25,11,0
1,25,26,55,6,0
30,37,9,21,20,0
20,24,25,41,7,1
26,40,39,7,26,0
8,41,28,9,27,0
20,6,5,8,14,1
17,20,39,23,26,0
9,13,11,30,17,1
18,32,8,53,1,0
6,12,16,23,25,0
11,42,1,17,19,1
29,19,31,26,14,0
2,55,3,14,27,0
14,43,36,58,16,0
5,54,22,34,12,0
2,11,38,38,24,0
25,0,16,2,26,0
20,46,4,9,29,0
7,6,31,51,15,0
10,46,5,22,25,0
29,16,16,25,15,0
26,37,35,14,0,0
6,18,40,54,3,0
7,1,0,48,13,1
19,3,40,31,23,0
12,5,18,57,6,0
17,42,23,46,18,1
5,44,4,57,1,0
28,13,21,36,29,0
8,27,22,24,18,1
19,22,4,46,6,1
6,14,38,6,22,0
4,25,4,46,3,1
25,31,14,56,12,0
7,15,4,44,12,1
6,19,34,43,22,0
7,31,27,57,8,0
10,11,34,25,29,0
14,30,8,19,2,1
1,1,5,17,8,1
19,30,7,25,5,1
11,10,25,53,20,0
28,30,7,10,21,0
14,29,10,38,0,1
18,41,37,7,11,0
25,27,34,43,29,0
24,42,18,54,18,0
26,46,29,60,22,0
7,29,30,40,21,0
4,36,35,39,19,0
23,48,17,6,14,0
23,33,7,9,9,0
30,50,5,39,12,0
13,31,19,40,1,1
22,43,10,47,7,0
21,29,24,53,22,0
30,33,2,48,23,0
17,31,17,54,10,0
3,18,37,15,15,0
3,18,31,2,14,0
24,43,20,60,18,0
27,22,3,54,20,0
2,33,15,43,2,1
4,50,11,4,8,0
8,49,40,3,2,0
18,19,15,54,10,0
13,50,4,16,15,0
26,4,12,35,18,0
24,0,26,10,23,0
1,46,10,57,3,0
0,15,33,12,0,0
19,36,37,6,18,0
0,21,21,60,1,0
14,10,23,34,30,0
16,54,17,55,17,0
18,7,26,17,30,0
10,39,28,36,10,1
28,44,2,17,18,0
21,18,3,26,19,0
25,35,0,8,20,0
16,22,13,22,14,1
18,43,32,24,26,0
4,21,13,27,14,1
11,26,25,2,20,1
11,36,23,26,30,0
22,1,28,38,20,0
6,40,35,28,29,0
30,12,36,13,17,0
18,13,34,28,6,0
15,18,38,51,14,0
6,47,15,56,9,0
24,5,9,56,7,0
13,12,23,2,30,0
14,49,2,51,16,0
17,29,2,28,3,1
11,44,13,9,9,1
30,53,32,6,15,0
21,18,27,35,4,0
12,36,19,46,17,1
7,36,6,47,12,1
16,52,23,2,20,0
16,44,16,57,29,0
30,46,28,37,9,0
29,53,21,28,20,0
3,39,5,10,22,0
6,14,24,24,22,0
24,11,9,18,2,0
18,54,9,37,4,0
23,47,40,19,18,0
1,42,24,40,5,1
14,34,4,1,15,1
15,34,24,24,22,0
26,19,35,15,2,0
27,35,3,41,21,0
23,27,7,18,29,0
5,41,28,37,9,1
23,49,27,50,22,0
26,48,36,4,27,0
2,13,9,12,21,0
2,40,0,56,26,0
25,10,38,58,30,0
1,14,14,60,24,0
11,16,31,26,18,0
29,17,17,23,7,0
2,51,16,11,5,0
1,25,38,30,9,0
12,31,0,4,4,1
21,3,22,20,28,0
4,12,8,57,28,0
10,18,10,6,28,0
25,50,9,48,28,0
8,40,29,22,7,1
25,44,2,24,26,0
13,53,39,30,5,0
22,7,10,30,14,0
26,17,27,35,0,0
9,7,19,27,5,1
3,10,16,28,6,1
5,22,26,55,6,0
6,52,23,47,11,0
13,10,4,24,6,1
22,10,5,28,4,0
28,48,34,22,30,0
24,50,39,0,12,0
4,0,15,13,10,1
8,23,22,56,28,0
4,4,13,52,29,0
11,34,38,38,13,0
30,37,7,10,26,0
29,44,34,26,7,0
18,48,21,35,22,0
12,47,3,13,10,0
12,35,23,28,9,1
8,40,16,49,29,0
29,25,2,6,13,0
2,43,18,18,17,1
19,35,18,53,9,0
29,8,23,11,3,0
10,11,21,56,28,0
23,2,40,3,16,0
3,54,3,44,14,0
17,14,9,46,2,1
5,40,32,40,22,0
4,10,22,42,16,1
5,46,19,18,17,0
26,52,14,44,6,0
24,27,1,55,15,0
19,7,20,14,5,1
20,42,20,50,15,1
19,34,21,51,27,0
8,9,8,34,9,1
7,23,9,58,19,0
18,24,0,43,22,0
26,50,35,3,11,0
16,36,10,53,17,0
26,5,39,20,4,0
1,52,14,40,7,0
21,53,21,50,8,0
5,36,39,33,2,0
4,48,35,22,29,0
4,45,4,21,30,0
16,50,30,21,7,0
4,52,37,28,9,0
2,31,20,18,17,1
22,42,28,55,14,0
0,53,6,40,2,0
12,4,27,28,16,1
26,8,11,54,15,0
22,22,9,26,17,0
19,17,7,3,23,0
13,27,3,22,24,0
17,9,30,46,18,1
28,33,8,44,23,0
17,10,20,44,15,1
2,34,40,14,1,0
0,25,25,54,26,0
21,6,23,4,23,0
24,37,3,46,12,0
2,20,12,32,8,1
26,36,39,38,8,0
28,26,27,59,21,0
27,25,22,44,24,0
24,53,21,9,13,0
13,21,2,34,16,1
7,3,16,43,5,1
24,47,38,16,15,0
17,46,31,35,10,0
3,35,2,39,23,0
15,28,3,56,2,0
13,38,26,42,9,1
23,49,2,47,22,0
14,44,11,1,7,1
7,4,33,20,2,0
14,54,33,41,23,0
4,28,15,44,18,1
25,9,11,38,11,0
22,25,28,16,11,0
2,21,17,16,0,1
19,8,3,4,12,1
30,52,14,15,8,0
21,18,39,24,26,0
8,40,21,15,23,0
22,19,11,1,29,0
9,39,3,55,9,0
20,24,39,48,12,0
1,19,31,12,25,0
25,49,8,39,0,0
10,10,18,20,29,0
12,2,17,56,18,0
25,42,18,22,11,0
8,34,12,56,12,0
15,7,0,41,13,1
17,18,17,51,4,0
10,4,11,20,15,1
25,1,34,6,0,0
21,9,32,28,15,0
22,31,33,35,24,0
1,24,10,57,20,0
10,37,16,46,5,1
30,4,19,28,26,0
2,25,10,32,9,1
3,40,15,2,13,1
9,40,0,16,0,1
20,33,11,58,24,0
23,41,12,6,30,0
9,25,14,12,30,0
20,13,16,34,30,0
1,36,40,19,7,0
19,2,18,13,12,1
30,26,25,8,20,0
26,4,25,54,21,0
4,45,14,43,24,0
4,40,14,23,10,1
14,28,29,8,3,1
3,39,19,50,22,0
4,44,36,44,29,0
13,34,3,11,13,1
9,17,30,3,26,0
21,47,17,37,12,0
30,55,17,24,20,0
16,0,17,6,28,0
21,43,19,20,7,0
6,11,12,6,1,1
12,27,1,46,14,1
17,4,12,57,20,0
5,54,21,1,28,0
15,21,3,49,16,1
25,7,38,31,13,0
17,31,14,45,22,0
12,10,9,55,6,0
27,36,27,23,17,0
25,29,36,7,21,0
25,48,30,22,28,0
21,34,9,26,2,0
30,43,12,45,11,0
22,24,24,37,6,0
16,52,6,56,22,0
14,21,18,0,12,1
30,42,15,24,8,0
5,15,0,59,7,0
4,34,29,43,6,1
28,42,27,58,19,0
0,4,11,45,0,1
28,0,33,8,7,0
0,47,7,11,7,0
19,52,24,44,19,0
20,7,0,27,9,1
17,4,24,2,12,1
8,21,13,11,6,1
24,6,32,11,16,0
7,40,33,10,3,0
1,42,24,4,22,0
1,40,1,51,10,0
20,53,26,39,15,0
4,4,22,52,5,0
9,37,11,0,21,0
17,36,27,27,16,1
18,35,39,23,30,0
2,5,36,29,0,0
9,48,33,3,15,0
19,24,15,59,28,0
15,38,24,40,4,1
23,25,3,48,22,0
12,24,1,43,19,1
29,48,7,16,1,0
13,52,9,60,27,0
15,14,20,4,10,1
18,48,38,38,7,0
14,1,26,53,24,0
13,28,5,18,23,0
24,55,21,17,10,0
14,18,11,26,1,1
17,14,33,47,5,0
14,29,30,41,23,0
22,48,24,10,13,0
0,22,32,58,27,0
13,8,3,10,29,0
24,21,4,36,28,0
17,17,16,0,6,1
22,51,30,25,0,0
1,19,1,53,6,0
4,4,29,40,5,1
23,3,35,10,5,0
16,36,3,33,11,1
15,24,6,35,14,1
13,15,6,11,12,1
16,33,4,10,17,1
18,4,22,21,11,1
13,8,9,23,6,1
1,1,32,24,28,0
15,18,16,59,6,0
10,53,1,31,13,0
10,55,37,25,12,0
25,5,15,37,21,0
18,35,36,37,22,0
18,44,20,16,21,0
29,17,37,7,20,0
30,21,29,9,24,0
7,24,37,1,13,0
24,13,38,38,1,0
11,31,6,45,7,1
5,46,10,33,18,0
27,2,35,48,3,0
0,39,33,53,20,0
18,12,24,7,22,0
2,9,11,8,13,1
20,32,29,38,24,0
3,17,35,36,18,0
27,34,10,60,28,0
19,0,17,17,10,1
26,23,13,35,30,0
1,0,9,10,21,0
19,11,22,27,29,0
19,28,21,14,23,0
16,29,18,30,27,0
7,30,24,8,13,1
1,32,24,17,21,0
1,39,36,5,13,0
27,55,37,58,30,0
27,41,28,17,13,0
4,19,10,41,5,1
29,46,10,60,9,0
9,18,4,13,24,0
17,44,17,28,11,1
1,3,15,20,12,1
19,50,27,17,5,0
7,7,39,27,8,0
16,24,7,32,5,1
17,37,27,45,19,1
29,6,1,21,10,0
29,45,29,21,12,0
25,39,0,19,11,0
27,15,23,6,26,0
29,3,28,25,28,0
13,47,7,56,29,0
26,5,14,56,0,0
24,26,11,1,4,0
4,8,14,8,13,1
15,17,7,14,6,1
0,11,35,44,18,0
30,2,39,30,0,0
2,54,28,39,26,0
3,42,3,45,22,0
2,36,25,12,5,1
4,14,3,38,6,1
7,12,38,8,15,0
2,32,37,37,18,0
28,19,21,51,20,0
29,41,24,40,29,0
15,13,26,46,29,0
30,19,7,8,28,0
25,40,32,33,26,0
3,18,19,0,1,1
4,38,33,52,2,0
2,28,2,36,15,1
4,50,31,19,20,0
18,15,9,24,16,1
28,52,28,51,18,0
2,21,26,1,0,1
2,4,31,27,20,0
17,0,37,38,18,0
20,49,35,11,15,0
5,12,33,52,9,0
14,18,1,45,11,1
21,47,10,40,28,0
27,2,27,30,21,0
19,12,21,4,23,0
24,20,3,11,8,0
24,42,3,10,14,0
17,36,6,59,10,0
18,48,39,3,28,0
20,16,14,31,9,1
30,48,34,18,17,0
9,9,9,4,15,1
6,13,14,43,23,0
17,15,8,13,29,0
5,23,37,24,11,0
27,39,19,29,20,0
20,43,15,30,20,1
13,37,31,33,19,0
5,15,8,39,23,0
5,54,23,38,22,0
20,21,27,21,30,0
9,8,32,17,19,0
23,34,31,15,13,0
5,48,1,44,30,0
29,47,27,57,26,0
7,39,37,26,19,0
28,32,28,5,11,0
22,23,6,45,14,0
21,55,4,34,22,0
27,23,40,30,1,0
12,47,18,8,1,0
22,46,0,32,27,0
11,54,2,2,1,0
8,4,7,25,25,0
23,55,17,49,5,0
25,3,30,56,28,0
22,28,11,17,28,0
12,5,3,43,1,1
8,35,11,43,30,0
22,19,9,51,29,0
24,16,11,16,30,0
29,13,32,59,1,0
8,9,21,54,5,0
7,44,40,26,30,0
1,54,5,58,4,0
11,17,2,24,4,1
2,4,18,26,13,1
10,37,25,12,10,1
1,45,33,12,15,0
19,50,20,3,3,0
28,36,25,35,21,0
25,54,39,43,19,0
8,3,31,43,22,0
19,2,17,45,2,1
6,4,17,9,17,1
4,4,6,37,7,1
2,5,32,55,12,0
30,21,14,27,25,0
1,10,37,40,27,0
24,41,33,44,3,0
20,34,12,59,18,0
9,28,22,10,20,1
24,4,17,2,25,0
17,47,34,25,18,0
28,37,11,32,22,0
20,36,26,35,16,1
28,12,33,24,4,0
16,38,2,20,1,1
13,46,23,27,4,0
25,41,37,18,12,0
13,25,12,2,20,1
25,15,8,17,21,0
17,30,14,31,18,1
20,36,23,12,9,1
28,7,39,54,0,0
12,0,35,49,20,0
27,55,22,11,1,0
10,3,23,33,9,1
24,51,28,27,5,0
5,45,32,11,22,0
17,0,36,35,4,0
25,18,24,0,0,0
24,8,14,14,15,0
4,37,15,14,1,1
17,48,26,15,16,0
22,15,37,25,21,0
3,2,5,58,9,0
12,31,29,59,14,0
5,15,21,32,30,0
14,4,24,51,28,0
3,25,33,30,17,0
1,1,38,41,22,0
1,46,25,7,20,0
26,32,34,11,27,0
29,14,34,21,15,0
11,45,14,4,19,1
29,39,1,40,10,0
0,10,36,33,5,0
15,22,28,0,24,0
22,23,14,9,14,0
10,20,3,57,28,0
15,11,5,5,27,0
29,9,38,55,1,0
17,32,25,35,15,1
15,42,18,11,8,1
18,35,21,36,26,0
13,13,14,28,20,1
30,26,3,2,9,0
18,22,20,52,17,0
23,49,21,59,2,0
25,34,39,28,10,0
1,28,17,57,13,0
16,52,19,5,19,0
3,37,23,18,7,1
4,8,33,47,8,0
21,53,22,4,22,0
11,44,1,26,17,1
3,45,10,8,1,1
27,3,17,30,27,0
11,16,23,39,18,1
8,8,24,33,6,1
16,16,30,42,7,1
28,30,24,24,7,0
2,10,35,52,22,0
13,28,34,6,19,0
25,25,14,24,10,0
17,0,9,13,19,1
16,30,28,60,11,0
7,19,19,56,4,0
0,5,22,52,26,0
5,48,33,25,20,0
20,55,25,41,6,0
27,34,22,23,26,0
7,36,0,51,24,0
21,24,34,24,19,0
20,21,30,55,10,0
28,49,33,56,25,0
28,4,2,16,30,0
27,35,20,49,15,0
13,52,20,46,1,0
30,42,10,11,27,0
26,25,21,45,23,0
27,9,40,14,19,0
14,34,13,33,18,1
28,53,20,29,10,0
23,47,39,11,23,0
10,49,23,9,20,0
3,43,15,16,15,1
23,34,27,9,8,0
9,41,35,24,24,0
20,55,28,55,12,0
6,28,34,18,22,0
29,2,38,55,22,0
7,11,8,55,10,0
25,41,19,58,17,0
17,10,6,49,4,1
28,42,3,34,29,0
0,20,15,8,5,1
27,19,37,6,15,0
25,9,5,22,12,0
13,15,24,43,4,1
2,39,32,53,15,0
8,14,15,43,5,1
13,19,19,38,10,1
1,39,36,40,4,0
24,23,11,1,6,0
29,48,34,8,30,0
4,4,38,50,23,0
30,16,12,9,19,0
12,39,12,5,25,0
22,9,36,51,27,0
18,54,9,7,20,0
30,40,34,53,7,0
13,5,1,59,4,0
12,16,21,27,27,0
15,17,9,37,12,1
25,36,23,17,26,0
29,8,16,45,14,0
5,23,34,54,22,0
7,3,7,45,25,0
22,1,16,16,29,0
30,51,32,40,9,0
0,36,39,24,25,0
20,42,0,39,16,1
10,51,7,14,10,0
7,38,8,12,25,0
24,11,32,27,17,0
26,17,18,23,10,0
2,1,40,26,17,0
29,55,31,21,1,0
3,41,15,40,23,0
21,50,32,22,19,0
1,31,25,58,26,0
21,23,25,21,23,0
17,44,15,34,14,1
27,23,29,37,15,0
19,39,31,24,8,0
22,45,2,13,13,0
28,10,34,45,23,0
5,44,16,56,6,0
28,14,21,5,28,0
14,38,7,25,9,1
23,12,26,43,2,0
2,55,36,51,3,0
25,0,36,47,14,0
11,3,38,0,5,0
5,42,5,7,17,1
2,5,2,2,22,0
0,5,16,34,19,1
15,38,16,51,29,0
4,44,6,10,24,0
12,44,26,2,10,1
21,3,38,12,5,0
8,30,27,5,12,1
3,4,36,30,15,0
3,52,20,2,28,0
27,49,7,14,27,0
27,1,30,36,1,0
14,33,13,36,16,1
11,36,19,7,9,1
24,38,4,34,7,0
4,39,22,41,4,1
11,14,3,18,7,1
18,54,13,53,7,0
30,37,10,59,6,0
13,40,0,54,8,0
4,44,22,59,23,0
10,12,19,46,14,1
10,21,7,45,28,0
4,14,24,59,18,0
12,10,10,33,6,1
20,2,3,42,27,0
7,50,2,55,25,0
16,25,7,5,22,0
1,34,30,38,30,0
20,18,14,45,22,0
26,26,11,19,7,0
7,25,24,46,17,1
18,50,21,17,27,0
16,33,32,10,29,0
1,38,11,15,30,0
13,29,29,24,7,1
26,44,25,34,30,0
18,42,40,30,28,0
21,18,8,60,4,0
10,53,15,55,18,0
11,0,35,28,3,0
9,14,23,42,19,1
26,37,17,1,10,0
8,35,13,41,0,1
25,25,17,55,21,0
3,16,22,19,11,1
16,0,11,30,27,0
26,34,38,5,0,0
21,9,38,4,19,0
19,41,28,17,9,1
15,15,9,54,8,0
9,31,24,14,19,1
21,33,39,44,7,0
3,42,37,56,19,0
15,49,20,13,29,0
6,51,32,53,13,0
23,6,34,25,4,0
29,9,39,55,21,0
19,30,33,41,4,0
14,7,28,11,2,1
0,46,17,55,18,0
15,12,39,14,18,0
28,2,4,11,11,0
4,25,4,15,11,1
27,28,21,43,24,0
26,46,34,45,27,0
14,2,8,1,19,1
3,37,26,59,1,0
5,47,7,7,0,0
17,36,20,42,13,1
9,53,19,2,9,0
27,2,7,40,0,0
7,9,4,42,25,0
12,3,12,51,6,0
0,11,9,53,17,0
15,20,34,34,5,0
13,48,12,8,2,0
8,39,30,48,2,1
25,29,39,26,10,0
16,11,8,13,13,1
30,55,31,45,9,0
19,49,4,45,16,0
26,50,31,29,21,0
2,16,21,52,2,0
20,32,20,57,10,0
1,25,34,59,23,0
8,49,35,32,10,0
9,25,15,34,20,1
7,17,11,33,19,1
23,39,21,10,24,0
27,48,7,32,11,0
12,0,24,14,29,0
22,12,18,25,15,0
23,12,16,13,27,0
23,17,14,42,28,0
18,45,31,11,26,0
10,25,35,48,13,0
30,45,13,25,11,0
4,38,8,46,5,1
8,34,35,27,12,0
7,55,6,36,8,0
3,38,29,44,5,1
16,23,6,45,0,1
14,39,19,56,19,0
21,36,15,28,3,0
4,43,39,29,18,0
16,30,32,49,9,0
14,3,15,39,29,0
27,32,16,1,25,0
6,30,19,20,11,1
0,29,10,23,10,1
27,23,40,54,29,0
16,55,27,54,2,0
29,15,36,11,12,0
1,11,4,28,16,1
4,20,15,25,5,1
11,8,17,33,14,1
26,39,40,37,14,0
23,34,10,33,4,0
20,9,15,39,18,1
19,43,24,42,18,1
23,12,36,58,18,0
22,46,34,49,26,0
17,19,27,16,13,1
7,1,11,40,20,1
21,54,17,1,8,0
19,5,14,13,18,1
21,10,26,29,24,0
27,41,15,50,14,0
9,40,36,10,16,0
30,31,2,9,17,0
7,24,4,20,18,1
7,36,8,33,15,1
26,31,14,13,14,0
23,43,0,60,5,0
19,5,7,42,1,1
21,4,26,31,4,0
10,6,12,0,3,1
19,43,28,44,8,1
4,29,10,31,24,0
5,17,34,5,10,0
3,10,20,46,8,1
13,48,12,3,16,0
21,4,0,10,0,0
20,22,36,35,8,0
22,23,0,1,11,0
22,9,23,60,12,0
12,20,13,48,5,1
26,42,37,60,2,0
27,1,12,48,25,0
20,54,6,54,21,0
25,36,40,7,15,0
13,30,27,1,4,1
29,18,19,0,25,0
23,31,27,39,15,0
10,21,31,35,18,0
10,39,13,10,10,1
19,50,21,40,8,0
30,34,24,23,3,0
8,37,38,29,18,0
1,18,32,5,9,0
22,25,27,19,25,0
12,41,27,49,3,1
2,34,13,54,6,0
6,3,7,52,20,0
25,23,30,19,18,0
2,42,28,36,9,1
25,41,23,44,23,0
20,3,11,55,0,0
23,33,31,1,10,0
0,20,26,35,30,0
4,28,7,41,17,1
27,35,24,55,18,0
18,35,11,15,21,0
17,36,9,31,6,1
16,17,36,30,16,0
21,50,12,28,16,0
7,45,39,30,23,0
23,15,16,5,23,0
6,35,32,47,1,0
27,22,7,8,19,0
7,28,27,9,14,1
8,45,27,49,16,1
15,33,14,37,12,1
22,35,12,24,25,0
20,51,4,6,24,0
27,15,10,35,12,0
7,47,16,12,4,0
2,40,10,42,0,1
27,33,32,47,23,0
5,36,26,33,8,1
3,10,25,27,21,0
25,29,26,54,12,0
8,26,23,60,13,0
7,10,8,22,24,0
16,33,35,52,16,0
0,11,2,19,16,1
11,3,2,2,20,1
23,17,27,22,26,0
26,31,6,25,6,0
11,10,20,19,5,1
12,8,32,59,3,0
9,13,36,12,21,0
7,52,0,4,4,0
4,31,27,31,15,1
29,54,6,49,13,0
24,50,22,39,0,0
5,9,27,7,23,0
12,19,27,27,2,1
12,2,31,32,29,0
3,4,4,13,10,1
11,13,32,34,6,0
20,53,24,23,21,0
0,30,17,10,15,1
18,12,5,47,23,0
14,52,25,44,17,0
2,25,15,59,17,0
0,40,24,0,1,1
20,35,20,39,17,1
10,50,31,34,1,0
15,19,36,46,1,0
6,48,37,5,3,0
12,1,32,18,21,0
6,1,20,6,23,0
13,32,17,26,4,1
3,43,1,17,14,1
19,14,27,6,9,1
12,30,24,8,12,1
25,15,33,28,26,0
1,49,13,3,0,0
21,26,38,27,14,0
17,2,14,60,25,0
20,28,22,12,15,1
20,0,34,22,27,0
25,2,27,47,20,0
15,52,6,4,2,0
22,45,7,32,23,0
5,53,2,35,26,0
25,51,2,29,17,0
14,20,37,19,19,0
19,47,3,56,21,0
25,18,34,49,30,0
12,17,14,38,18,1
22,37,29,59,9,0
14,19,11,25,16,1
29,19,36,55,11,0
5,54,7,43,1,0
18,14,22,6,24,0
11,43,31,35,7,0
